FieldID	Field
x132089_0_0	Source of report of N48 (other disorders of penis)|x132089_0_0
x132090_0_0	Date N49 first reported (inflammatory disorders of male genital organs not elsewhere classified)|x132090_0_0
x132091_0_0	Source of report of N49 (inflammatory disorders of male genital organs not elsewhere classified)|x132091_0_0
x132092_0_0	Date N50 first reported (other disorders of male genital organs)|x132092_0_0
x132093_0_0	Source of report of N50 (other disorders of male genital organs)|x132093_0_0
x132094_0_0	Date N51 first reported (disorders of male genital organs in diseases classified elsewhere)|x132094_0_0
x132095_0_0	Source of report of N51 (disorders of male genital organs in diseases classified elsewhere)|x132095_0_0
x132096_0_0	Date N60 first reported (benign mammary dysplasia)|x132096_0_0
x132097_0_0	Source of report of N60 (benign mammary dysplasia)|x132097_0_0
x132098_0_0	Date N61 first reported (inflammatory disorders of breast)|x132098_0_0
x132099_0_0	Source of report of N61 (inflammatory disorders of breast)|x132099_0_0
x132100_0_0	Date N62 first reported (hypertrophy of breast)|x132100_0_0
x132101_0_0	Source of report of N62 (hypertrophy of breast)|x132101_0_0
x132102_0_0	Date N63 first reported (unspecified lump in breast)|x132102_0_0
x132103_0_0	Source of report of N63 (unspecified lump in breast)|x132103_0_0
x132104_0_0	Date N64 first reported (other disorders of breast)|x132104_0_0
x132105_0_0	Source of report of N64 (other disorders of breast)|x132105_0_0
x132106_0_0	Date N70 first reported (salpingitis and oophoritis)|x132106_0_0
x132107_0_0	Source of report of N70 (salpingitis and oophoritis)|x132107_0_0
x132108_0_0	Date N71 first reported (inflammatory disease of uterus except cervix)|x132108_0_0
x132109_0_0	Source of report of N71 (inflammatory disease of uterus except cervix)|x132109_0_0
x132110_0_0	Date N72 first reported (inflammatory disease of cervix uteri)|x132110_0_0
x132111_0_0	Source of report of N72 (inflammatory disease of cervix uteri)|x132111_0_0
x132112_0_0	Date N73 first reported (other female pelvic inflammatory diseases)|x132112_0_0
x132113_0_0	Source of report of N73 (other female pelvic inflammatory diseases)|x132113_0_0
x132114_0_0	Date N74 first reported (female pelvic inflammatory disorders in diseases classified elsewhere)|x132114_0_0
x132115_0_0	Source of report of N74 (female pelvic inflammatory disorders in diseases classified elsewhere)|x132115_0_0
x132116_0_0	Date N75 first reported (diseases of bartholin's gland)|x132116_0_0
x132117_0_0	Source of report of N75 (diseases of bartholin's gland)|x132117_0_0
x132118_0_0	Date N76 first reported (other inflammation of vagina and vulva)|x132118_0_0
x132119_0_0	Source of report of N76 (other inflammation of vagina and vulva)|x132119_0_0
x132120_0_0	Date N77 first reported (vulvovaginal ulceration and inflammation in diseases classified elsewhere)|x132120_0_0
x132121_0_0	Source of report of N77 (vulvovaginal ulceration and inflammation in diseases classified elsewhere)|x132121_0_0
x132122_0_0	Date N80 first reported (endometriosis)|x132122_0_0
x132123_0_0	Source of report of N80 (endometriosis)|x132123_0_0
x132124_0_0	Date N81 first reported (female genital prolapse)|x132124_0_0
x132125_0_0	Source of report of N81 (female genital prolapse)|x132125_0_0
x132126_0_0	Date N82 first reported (fistulae involving female genital tract)|x132126_0_0
x132127_0_0	Source of report of N82 (fistulae involving female genital tract)|x132127_0_0
x132128_0_0	Date N83 first reported (noninflammatory disorders of ovary fallopian tube and broad ligament)|x132128_0_0
x132129_0_0	Source of report of N83 (noninflammatory disorders of ovary fallopian tube and broad ligament)|x132129_0_0
x132130_0_0	Date N84 first reported (polyp of female genital tract)|x132130_0_0
x132131_0_0	Source of report of N84 (polyp of female genital tract)|x132131_0_0
x132132_0_0	Date N85 first reported (other noninflammatory disorders of uterus except cervix)|x132132_0_0
x132133_0_0	Source of report of N85 (other noninflammatory disorders of uterus except cervix)|x132133_0_0
x132134_0_0	Date N86 first reported (erosion and ectropion of cervix uteri)|x132134_0_0
x132135_0_0	Source of report of N86 (erosion and ectropion of cervix uteri)|x132135_0_0
x132136_0_0	Date N87 first reported (dysplasia of cervix uteri)|x132136_0_0
x132137_0_0	Source of report of N87 (dysplasia of cervix uteri)|x132137_0_0
x132138_0_0	Date N88 first reported (other noninflammatory disorders of cervix uteri)|x132138_0_0
x132139_0_0	Source of report of N88 (other noninflammatory disorders of cervix uteri)|x132139_0_0
x132140_0_0	Date N89 first reported (other noninflammatory disorders of vagina)|x132140_0_0
x132141_0_0	Source of report of N89 (other noninflammatory disorders of vagina)|x132141_0_0
x132142_0_0	Date N90 first reported (other noninflammatory disorders of vulva and perineum)|x132142_0_0
x132143_0_0	Source of report of N90 (other noninflammatory disorders of vulva and perineum)|x132143_0_0
x132144_0_0	Date N91 first reported (absent scanty and rare menstruation)|x132144_0_0
x132145_0_0	Source of report of N91 (absent scanty and rare menstruation)|x132145_0_0
x132146_0_0	Date N92 first reported (excessive frequent and irregular menstruation)|x132146_0_0
x132147_0_0	Source of report of N92 (excessive frequent and irregular menstruation)|x132147_0_0
x132148_0_0	Date N93 first reported (other abnormal uterine and vaginal bleeding)|x132148_0_0
x132149_0_0	Source of report of N93 (other abnormal uterine and vaginal bleeding)|x132149_0_0
x132150_0_0	Date N94 first reported (pain and other conditions associated with female genital organs and menstrual cycle)|x132150_0_0
x132151_0_0	Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle)|x132151_0_0
x132152_0_0	Date N95 first reported (menopausal and other perimenopausal disorders)|x132152_0_0
x132153_0_0	Source of report of N95 (menopausal and other perimenopausal disorders)|x132153_0_0
x132154_0_0	Date N96 first reported (habitual aborter)|x132154_0_0
x132155_0_0	Source of report of N96 (habitual aborter)|x132155_0_0
x132156_0_0	Date N97 first reported (female infertility)|x132156_0_0
x132157_0_0	Source of report of N97 (female infertility)|x132157_0_0
x132158_0_0	Date N98 first reported (complications associated with artificial fertilisation)|x132158_0_0
x132159_0_0	Source of report of N98 (complications associated with artificial fertilisation)|x132159_0_0
x132160_0_0	Date N99 first reported (postprocedural disorders of genito-urinary system not elsewhere classified)|x132160_0_0
x132161_0_0	Source of report of N99 (postprocedural disorders of genito-urinary system not elsewhere classified)|x132161_0_0
x132162_0_0	Date O00 first reported (ectopic pregnancy)|x132162_0_0
x132163_0_0	Source of report of O00 (ectopic pregnancy)|x132163_0_0
x132164_0_0	Date O01 first reported (hydatidiform mole)|x132164_0_0
x132165_0_0	Source of report of O01 (hydatidiform mole)|x132165_0_0
x132166_0_0	Date O02 first reported (other abnormal products of conception)|x132166_0_0
x132167_0_0	Source of report of O02 (other abnormal products of conception)|x132167_0_0
x132168_0_0	Date O03 first reported (spontaneous abortion)|x132168_0_0
x132169_0_0	Source of report of O03 (spontaneous abortion)|x132169_0_0
x132170_0_0	Date O04 first reported (medical abortion)|x132170_0_0
x132171_0_0	Source of report of O04 (medical abortion)|x132171_0_0
x132172_0_0	Date O05 first reported (other abortion)|x132172_0_0
x132173_0_0	Source of report of O05 (other abortion)|x132173_0_0
x132174_0_0	Date O06 first reported (unspecified abortion)|x132174_0_0
x132175_0_0	Source of report of O06 (unspecified abortion)|x132175_0_0
x132176_0_0	Date O07 first reported (failed attempted abortion)|x132176_0_0
x132177_0_0	Source of report of O07 (failed attempted abortion)|x132177_0_0
x132178_0_0	Date O08 first reported (complications following abortion and ectopic and molar pregnancy)|x132178_0_0
x132179_0_0	Source of report of O08 (complications following abortion and ectopic and molar pregnancy)|x132179_0_0
x132180_0_0	Date O10 first reported (pre-existing hypertension complicating pregnancy childbirth and the puerperium)|x132180_0_0
x132181_0_0	Source of report of O10 (pre-existing hypertension complicating pregnancy childbirth and the puerperium)|x132181_0_0
x132182_0_0	Date O11 first reported (pre-existing hypertensive disorder with superimposed proteinuria)|x132182_0_0
x132183_0_0	Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)|x132183_0_0
x132184_0_0	Date O12 first reported (gestational pregnancy-induced oedema and proteinuria without hypertension)|x132184_0_0
x132185_0_0	Source of report of O12 (gestational pregnancy-induced oedema and proteinuria without hypertension)|x132185_0_0
x132186_0_0	Date O13 first reported (gestational pregnancy-induced hypertension without significant proteinuria)|x132186_0_0
x132187_0_0	Source of report of O13 (gestational pregnancy-induced hypertension without significant proteinuria)|x132187_0_0
x132188_0_0	Date O14 first reported (gestational pregnancy-induced hypertension with significant proteinuria)|x132188_0_0
x132189_0_0	Source of report of O14 (gestational pregnancy-induced hypertension with significant proteinuria)|x132189_0_0
x132190_0_0	Date O15 first reported (eclampsia)|x132190_0_0
x132191_0_0	Source of report of O15 (eclampsia)|x132191_0_0
x132192_0_0	Date O16 first reported (unspecified maternal hypertension)|x132192_0_0
x132193_0_0	Source of report of O16 (unspecified maternal hypertension)|x132193_0_0
x132194_0_0	Date O20 first reported (haemorrhage in early pregnancy)|x132194_0_0
x132195_0_0	Source of report of O20 (haemorrhage in early pregnancy)|x132195_0_0
x132196_0_0	Date O21 first reported (excessive vomiting in pregnancy)|x132196_0_0
x132197_0_0	Source of report of O21 (excessive vomiting in pregnancy)|x132197_0_0
x132198_0_0	Date O22 first reported (venous complications in pregnancy)|x132198_0_0
x132199_0_0	Source of report of O22 (venous complications in pregnancy)|x132199_0_0
x132200_0_0	Date O23 first reported (infections of genito-urinary tract in pregnancy)|x132200_0_0
x132201_0_0	Source of report of O23 (infections of genito-urinary tract in pregnancy)|x132201_0_0
x132202_0_0	Date O24 first reported (diabetes mellitus in pregnancy)|x132202_0_0
x132203_0_0	Source of report of O24 (diabetes mellitus in pregnancy)|x132203_0_0
x132204_0_0	Date O25 first reported (malnutrition in pregnancy)|x132204_0_0
x132205_0_0	Source of report of O25 (malnutrition in pregnancy)|x132205_0_0
x132206_0_0	Date O26 first reported (maternal care for other conditions predominantly related to pregnancy)|x132206_0_0
x132207_0_0	Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)|x132207_0_0
x132208_0_0	Date O28 first reported (abnormal findings on antenatal screening of mother)|x132208_0_0
x132209_0_0	Source of report of O28 (abnormal findings on antenatal screening of mother)|x132209_0_0
x132210_0_0	Date O29 first reported (complications of anaesthesia during pregnancy)|x132210_0_0
x132211_0_0	Source of report of O29 (complications of anaesthesia during pregnancy)|x132211_0_0
x132212_0_0	Date O30 first reported (multiple gestation)|x132212_0_0
x132213_0_0	Source of report of O30 (multiple gestation)|x132213_0_0
x132214_0_0	Date O31 first reported (complications specific to multiple gestation)|x132214_0_0
x132215_0_0	Source of report of O31 (complications specific to multiple gestation)|x132215_0_0
x132216_0_0	Date O32 first reported (maternal care for known or suspected malpresentation of foetus)|x132216_0_0
x132217_0_0	Source of report of O32 (maternal care for known or suspected malpresentation of foetus)|x132217_0_0
x132218_0_0	Date O33 first reported (maternal care for known or suspected disproportion)|x132218_0_0
x132219_0_0	Source of report of O33 (maternal care for known or suspected disproportion)|x132219_0_0
x132220_0_0	Date O34 first reported (maternal care for known or suspected abnormality of pelvic organs)|x132220_0_0
x132221_0_0	Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)|x132221_0_0
x132222_0_0	Date O35 first reported (maternal care for known or suspected foetal abnormality and damage)|x132222_0_0
x132223_0_0	Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)|x132223_0_0
x132224_0_0	Date O36 first reported (maternal care for other known or suspected foetal problems)|x132224_0_0
x132225_0_0	Source of report of O36 (maternal care for other known or suspected foetal problems)|x132225_0_0
x132226_0_0	Date O40 first reported (polyhydramnios)|x132226_0_0
x132227_0_0	Source of report of O40 (polyhydramnios)|x132227_0_0
x132228_0_0	Date O41 first reported (other disorders of amniotic fluid and membranes)|x132228_0_0
x132229_0_0	Source of report of O41 (other disorders of amniotic fluid and membranes)|x132229_0_0
x132230_0_0	Date O42 first reported (premature rupture of membranes)|x132230_0_0
x132231_0_0	Source of report of O42 (premature rupture of membranes)|x132231_0_0
x132232_0_0	Date O43 first reported (placental disorders)|x132232_0_0
x132233_0_0	Source of report of O43 (placental disorders)|x132233_0_0
x132234_0_0	Date O44 first reported (placenta praevia)|x132234_0_0
x132235_0_0	Source of report of O44 (placenta praevia)|x132235_0_0
x132236_0_0	Date O45 first reported (premature separation of placenta abruptio placentae)|x132236_0_0
x132237_0_0	Source of report of O45 (premature separation of placenta abruptio placentae)|x132237_0_0
x132238_0_0	Date O46 first reported (antepartum haemorrhage not elsewhere classified)|x132238_0_0
x132239_0_0	Source of report of O46 (antepartum haemorrhage not elsewhere classified)|x132239_0_0
x132240_0_0	Date O47 first reported (false labour)|x132240_0_0
x132241_0_0	Source of report of O47 (false labour)|x132241_0_0
x132242_0_0	Date O48 first reported (prolonged pregnancy)|x132242_0_0
x132243_0_0	Source of report of O48 (prolonged pregnancy)|x132243_0_0
x132244_0_0	Date O60 first reported (preterm delivery)|x132244_0_0
x132245_0_0	Source of report of O60 (preterm delivery)|x132245_0_0
x132246_0_0	Date O61 first reported (failed induction of labour)|x132246_0_0
x132247_0_0	Source of report of O61 (failed induction of labour)|x132247_0_0
x132248_0_0	Date O62 first reported (abnormalities of forces of labour)|x132248_0_0
x132249_0_0	Source of report of O62 (abnormalities of forces of labour)|x132249_0_0
x132250_0_0	Date O63 first reported (long labour)|x132250_0_0
x132251_0_0	Source of report of O63 (long labour)|x132251_0_0
x132252_0_0	Date O64 first reported (obstructed labour due to malposition and malpresentation of foetus)|x132252_0_0
x132253_0_0	Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus)|x132253_0_0
x132254_0_0	Date O65 first reported (obstructed labour due to maternal pelvic abnormality)|x132254_0_0
x132255_0_0	Source of report of O65 (obstructed labour due to maternal pelvic abnormality)|x132255_0_0
x132256_0_0	Date O66 first reported (other obstructed labour)|x132256_0_0
x132257_0_0	Source of report of O66 (other obstructed labour)|x132257_0_0
x132258_0_0	Date O67 first reported (labour and delivery complicated by intrapartum haemorrhage not elsewhere classified)|x132258_0_0
x132259_0_0	Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage not elsewhere classified)|x132259_0_0
x132260_0_0	Date O68 first reported (labour and delivery complicated by foetal stress distress)|x132260_0_0
x132261_0_0	Source of report of O68 (labour and delivery complicated by foetal stress distress)|x132261_0_0
x132262_0_0	Date O69 first reported (labour and delivery complicated by umbilical cord complications)|x132262_0_0
x132263_0_0	Source of report of O69 (labour and delivery complicated by umbilical cord complications)|x132263_0_0
x132264_0_0	Date O70 first reported (perineal laceration during delivery)|x132264_0_0
x132265_0_0	Source of report of O70 (perineal laceration during delivery)|x132265_0_0
x132266_0_0	Date O71 first reported (other obstetric trauma)|x132266_0_0
x132267_0_0	Source of report of O71 (other obstetric trauma)|x132267_0_0
x132268_0_0	Date O72 first reported (postpartum haemorrhage)|x132268_0_0
x132269_0_0	Source of report of O72 (postpartum haemorrhage)|x132269_0_0
x132270_0_0	Date O73 first reported (retained placenta and membranes without haemorrhage)|x132270_0_0
x132271_0_0	Source of report of O73 (retained placenta and membranes without haemorrhage)|x132271_0_0
x132272_0_0	Date O74 first reported (complications of anaesthesia during labour and delivery)|x132272_0_0
x132273_0_0	Source of report of O74 (complications of anaesthesia during labour and delivery)|x132273_0_0
x132274_0_0	Date O75 first reported (other complications of labour and delivery not elsewhere classified)|x132274_0_0
x132275_0_0	Source of report of O75 (other complications of labour and delivery not elsewhere classified)|x132275_0_0
x132276_0_0	Date O80 first reported (single spontaneous delivery)|x132276_0_0
x132277_0_0	Source of report of O80 (single spontaneous delivery)|x132277_0_0
x132278_0_0	Date O81 first reported (single delivery by forceps and vacuum extractor)|x132278_0_0
x132279_0_0	Source of report of O81 (single delivery by forceps and vacuum extractor)|x132279_0_0
x132280_0_0	Date O82 first reported (single delivery by caesarean section)|x132280_0_0
x132281_0_0	Source of report of O82 (single delivery by caesarean section)|x132281_0_0
x132282_0_0	Date O83 first reported (other assisted single delivery)|x132282_0_0
x132283_0_0	Source of report of O83 (other assisted single delivery)|x132283_0_0
x132284_0_0	Date O84 first reported (multiple delivery)|x132284_0_0
x132285_0_0	Source of report of O84 (multiple delivery)|x132285_0_0
x132286_0_0	Date O85 first reported (puerperal sepsis)|x132286_0_0
x132287_0_0	Source of report of O85 (puerperal sepsis)|x132287_0_0
x132288_0_0	Date O86 first reported (other puerperal infections)|x132288_0_0
x132289_0_0	Source of report of O86 (other puerperal infections)|x132289_0_0
x132290_0_0	Date O87 first reported (venous complications in the puerperium)|x132290_0_0
x132291_0_0	Source of report of O87 (venous complications in the puerperium)|x132291_0_0
x132292_0_0	Date O88 first reported (obstetric embolism)|x132292_0_0
x132293_0_0	Source of report of O88 (obstetric embolism)|x132293_0_0
x132294_0_0	Date O89 first reported (complications of anaesthesia during the puerperium)|x132294_0_0
x132295_0_0	Source of report of O89 (complications of anaesthesia during the puerperium)|x132295_0_0
x132296_0_0	Date O90 first reported (complications of the puerperium not elsewhere classified)|x132296_0_0
x132297_0_0	Source of report of O90 (complications of the puerperium not elsewhere classified)|x132297_0_0
x132298_0_0	Date O91 first reported (infections of breast associated with childbirth)|x132298_0_0
x132299_0_0	Source of report of O91 (infections of breast associated with childbirth)|x132299_0_0
x132300_0_0	Date O92 first reported (other disorders of breast and lactation associated with childbirth)|x132300_0_0
x132301_0_0	Source of report of O92 (other disorders of breast and lactation associated with childbirth)|x132301_0_0
x132302_0_0	Date O94 first reported (sequelae of complication of pregnancy childbirth and the puerperium)|x132302_0_0
x132303_0_0	Source of report of O94 (sequelae of complication of pregnancy childbirth and the puerperium)|x132303_0_0
x132306_0_0	Date O96 first reported (death from any obstetric cause occurring more than 42 days but less than one year after delivery)|x132306_0_0
x132307_0_0	Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery)|x132307_0_0
x132310_0_0	Date O98 first reported (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy childbirth and the puerperium)|x132310_0_0
x132311_0_0	Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy childbirth and the puerperium)|x132311_0_0
x132312_0_0	Date O99 first reported (other maternal diseases classifiable elsewhere but complicating pregnancy childbirth and the puerperium)|x132312_0_0
x132313_0_0	Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy childbirth and the puerperium)|x132313_0_0
x132314_0_0	Date P00 first reported (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)|x132314_0_0
x132315_0_0	Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)|x132315_0_0
x132318_0_0	Date P02 first reported (foetus and newborn affected by complications of placenta cord and membranes)|x132318_0_0
x132319_0_0	Source of report of P02 (foetus and newborn affected by complications of placenta cord and membranes)|x132319_0_0
x132320_0_0	Date P03 first reported (foetus and newborn affected by other complications of labour and delivery)|x132320_0_0
x132321_0_0	Source of report of P03 (foetus and newborn affected by other complications of labour and delivery)|x132321_0_0
x132322_0_0	Date P04 first reported (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)|x132322_0_0
x132323_0_0	Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)|x132323_0_0
x132324_0_0	Date P05 first reported (slow foetal growth and foetal malnutrition)|x132324_0_0
x132325_0_0	Source of report of P05 (slow foetal growth and foetal malnutrition)|x132325_0_0
x132326_0_0	Date P07 first reported (disorders related to short gestation and low birth weight not elsewhere classified)|x132326_0_0
x132327_0_0	Source of report of P07 (disorders related to short gestation and low birth weight not elsewhere classified)|x132327_0_0
x132328_0_0	Date P08 first reported (disorders related to long gestation and high birth weight)|x132328_0_0
x132329_0_0	Source of report of P08 (disorders related to long gestation and high birth weight)|x132329_0_0
x132330_0_0	Date P10 first reported (intracranial laceration and haemorrhage due to birth injury)|x132330_0_0
x132331_0_0	Source of report of P10 (intracranial laceration and haemorrhage due to birth injury)|x132331_0_0
x132332_0_0	Date P11 first reported (other birth injuries to central nervous system)|x132332_0_0
x132333_0_0	Source of report of P11 (other birth injuries to central nervous system)|x132333_0_0
x132334_0_0	Date P12 first reported (birth injury to scalp)|x132334_0_0
x132335_0_0	Source of report of P12 (birth injury to scalp)|x132335_0_0
x132336_0_0	Date P13 first reported (birth injury to skeleton)|x132336_0_0
x132337_0_0	Source of report of P13 (birth injury to skeleton)|x132337_0_0
x132338_0_0	Date P14 first reported (birth injury to peripheral nervous system)|x132338_0_0
x132339_0_0	Source of report of P14 (birth injury to peripheral nervous system)|x132339_0_0
x132340_0_0	Date P15 first reported (other birth injuries)|x132340_0_0
x132341_0_0	Source of report of P15 (other birth injuries)|x132341_0_0
x132342_0_0	Date P20 first reported (intra-uterine hypoxia)|x132342_0_0
x132343_0_0	Source of report of P20 (intra-uterine hypoxia)|x132343_0_0
x132344_0_0	Date P21 first reported (birth asphyxia)|x132344_0_0
x132345_0_0	Source of report of P21 (birth asphyxia)|x132345_0_0
x132346_0_0	Date P22 first reported (respiratory distress of newborn)|x132346_0_0
x132347_0_0	Source of report of P22 (respiratory distress of newborn)|x132347_0_0
x132348_0_0	Date P23 first reported (congenital pneumonia)|x132348_0_0
x132349_0_0	Source of report of P23 (congenital pneumonia)|x132349_0_0
x132350_0_0	Date P24 first reported (neonatal aspiration syndromes)|x132350_0_0
x132351_0_0	Source of report of P24 (neonatal aspiration syndromes)|x132351_0_0
x132352_0_0	Date P25 first reported (interstitial emphysema and related conditions originating in the perinatal period)|x132352_0_0
x132353_0_0	Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period)|x132353_0_0
x132354_0_0	Date P26 first reported (pulmonary haemorrhage originating in the perinatal period)|x132354_0_0
x132355_0_0	Source of report of P26 (pulmonary haemorrhage originating in the perinatal period)|x132355_0_0
x132356_0_0	Date P27 first reported (chronic respiratory disease originating in the perinatal period)|x132356_0_0
x132357_0_0	Source of report of P27 (chronic respiratory disease originating in the perinatal period)|x132357_0_0
x132358_0_0	Date P28 first reported (other respiratory conditions originating in the perinatal period)|x132358_0_0
x132359_0_0	Source of report of P28 (other respiratory conditions originating in the perinatal period)|x132359_0_0
x132360_0_0	Date P29 first reported (cardiovascular disorders originating in the perinatal period)|x132360_0_0
x132361_0_0	Source of report of P29 (cardiovascular disorders originating in the perinatal period)|x132361_0_0
x132362_0_0	Date P35 first reported (congenital viral diseases)|x132362_0_0
x132363_0_0	Source of report of P35 (congenital viral diseases)|x132363_0_0
x132364_0_0	Date P36 first reported (bacterial sepsis of newborn)|x132364_0_0
x132365_0_0	Source of report of P36 (bacterial sepsis of newborn)|x132365_0_0
x132366_0_0	Date P37 first reported (other congenital infectious and parasitic diseases)|x132366_0_0
x132367_0_0	Source of report of P37 (other congenital infectious and parasitic diseases)|x132367_0_0
x132368_0_0	Date P38 first reported (omphalitis of newborn with or without mild haemorrhage)|x132368_0_0
x132369_0_0	Source of report of P38 (omphalitis of newborn with or without mild haemorrhage)|x132369_0_0
x132370_0_0	Date P39 first reported (other infections specific to the perinatal period)|x132370_0_0
x132371_0_0	Source of report of P39 (other infections specific to the perinatal period)|x132371_0_0
x132372_0_0	Date P50 first reported (foetal blood loss)|x132372_0_0
x132373_0_0	Source of report of P50 (foetal blood loss)|x132373_0_0
x132374_0_0	Date P51 first reported (umbilical haemorrhage of newborn)|x132374_0_0
x132375_0_0	Source of report of P51 (umbilical haemorrhage of newborn)|x132375_0_0
x132376_0_0	Date P52 first reported (intracranial nontraumatic haemorrhage of foetus and newborn)|x132376_0_0
x132377_0_0	Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn)|x132377_0_0
x132378_0_0	Date P53 first reported (haemorrhagic disease of foetus and newborn)|x132378_0_0
x132379_0_0	Source of report of P53 (haemorrhagic disease of foetus and newborn)|x132379_0_0
x132380_0_0	Date P54 first reported (other neonatal haemorrhages)|x132380_0_0
x132381_0_0	Source of report of P54 (other neonatal haemorrhages)|x132381_0_0
x132382_0_0	Date P55 first reported (haemolytic disease of foetus and newborn)|x132382_0_0
x132383_0_0	Source of report of P55 (haemolytic disease of foetus and newborn)|x132383_0_0
x132388_0_0	Date P58 first reported (neonatal jaundice due to other excessive haemolysis)|x132388_0_0
x132389_0_0	Source of report of P58 (neonatal jaundice due to other excessive haemolysis)|x132389_0_0
x132390_0_0	Date P59 first reported (neonatal jaundice from other and unspecified causes)|x132390_0_0
x132391_0_0	Source of report of P59 (neonatal jaundice from other and unspecified causes)|x132391_0_0
x132394_0_0	Date P61 first reported (other perinatal haematological disorders)|x132394_0_0
x132395_0_0	Source of report of P61 (other perinatal haematological disorders)|x132395_0_0
x132396_0_0	Date P70 first reported (transitory disorders of carbohydrate metabolism specific to foetus and newborn)|x132396_0_0
x132397_0_0	Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn)|x132397_0_0
x132398_0_0	Date P71 first reported (transitory neonatal disorders of calcium and magnesium metabolism)|x132398_0_0
x132399_0_0	Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism)|x132399_0_0
x132410_0_0	Date P78 first reported (other perinatal digestive system disorders)|x132410_0_0
x132411_0_0	Source of report of P78 (other perinatal digestive system disorders)|x132411_0_0
x132416_0_0	Date P83 first reported (other conditions of integument specific to foetus and newborn)|x132416_0_0
x132417_0_0	Source of report of P83 (other conditions of integument specific to foetus and newborn)|x132417_0_0
x132420_0_0	Date P91 first reported (other disturbances of cerebral status of newborn)|x132420_0_0
x132421_0_0	Source of report of P91 (other disturbances of cerebral status of newborn)|x132421_0_0
x132422_0_0	Date P92 first reported (feeding problems of newborn)|x132422_0_0
x132423_0_0	Source of report of P92 (feeding problems of newborn)|x132423_0_0
x132426_0_0	Date P94 first reported (disorders of muscle tone of newborn)|x132426_0_0
x132427_0_0	Source of report of P94 (disorders of muscle tone of newborn)|x132427_0_0
x132428_0_0	Date P95 first reported (foetal death of unspecified cause)|x132428_0_0
x132429_0_0	Source of report of P95 (foetal death of unspecified cause)|x132429_0_0
x132430_0_0	Date P96 first reported (other conditions originating in the perinatal period)|x132430_0_0
x132431_0_0	Source of report of P96 (other conditions originating in the perinatal period)|x132431_0_0
x132432_0_0	Date Q00 first reported (anencephaly and similar malformations)|x132432_0_0
x132433_0_0	Source of report of Q00 (anencephaly and similar malformations)|x132433_0_0
x132434_0_0	Date Q01 first reported (encephalocele)|x132434_0_0
x132435_0_0	Source of report of Q01 (encephalocele)|x132435_0_0
x132436_0_0	Date Q02 first reported (microcephaly)|x132436_0_0
x132437_0_0	Source of report of Q02 (microcephaly)|x132437_0_0
x132438_0_0	Date Q03 first reported (congenital hydrocephalus)|x132438_0_0
x132439_0_0	Source of report of Q03 (congenital hydrocephalus)|x132439_0_0
x132440_0_0	Date Q04 first reported (other congenital malformations of brain)|x132440_0_0
x132441_0_0	Source of report of Q04 (other congenital malformations of brain)|x132441_0_0
x132442_0_0	Date Q05 first reported (spina bifida)|x132442_0_0
x132443_0_0	Source of report of Q05 (spina bifida)|x132443_0_0
x132444_0_0	Date Q06 first reported (other congenital malformations of spinal cord)|x132444_0_0
x132445_0_0	Source of report of Q06 (other congenital malformations of spinal cord)|x132445_0_0
x132446_0_0	Date Q07 first reported (other congenital malformations of nervous system)|x132446_0_0
x132447_0_0	Source of report of Q07 (other congenital malformations of nervous system)|x132447_0_0
x132448_0_0	Date Q10 first reported (congenital malformations of eyelid lachrymal apparatus and orbit)|x132448_0_0
x132449_0_0	Source of report of Q10 (congenital malformations of eyelid lachrymal apparatus and orbit)|x132449_0_0
x132450_0_0	Date Q11 first reported (anophthalmos microphthalmos and macrophthalmos)|x132450_0_0
x132451_0_0	Source of report of Q11 (anophthalmos microphthalmos and macrophthalmos)|x132451_0_0
x132452_0_0	Date Q12 first reported (congenital lens malformations)|x132452_0_0
x132453_0_0	Source of report of Q12 (congenital lens malformations)|x132453_0_0
x132454_0_0	Date Q13 first reported (congenital malformations of anterior segment of eye)|x132454_0_0
x132455_0_0	Source of report of Q13 (congenital malformations of anterior segment of eye)|x132455_0_0
x132456_0_0	Date Q14 first reported (congenital malformations of posterior segment of eye)|x132456_0_0
x132457_0_0	Source of report of Q14 (congenital malformations of posterior segment of eye)|x132457_0_0
